id,graduation_year,major,skills,is_mentor,bio,interests,degree,is_alumni
80,1993,Political Science,"historical documentation, policy analysis, archival research, qualitative research, survey design",False,"A Political Science alumna with a BBA degree, graduated in 1993. Passionate about cultural studies, archaeology, public policy. Skilled in historical documentation, policy analysis, archival research, qualitative research, survey design. Eager to engage in innovative projects in historical.","cultural studies, archaeology, public policy",BBA,True
81,1989,Economics,"statistical modeling, policy analysis, econometrics, R programming, data analysis",False,"A Economics alumna with a M.Tech. degree, graduated in 1989. Passionate about behavioral economics, labor economics, economic forecasting. Skilled in statistical modeling, policy analysis, econometrics, R programming, data analysis. Eager to engage in innovative projects in economic.","behavioral economics, labor economics, economic forecasting",M.Tech.,True
82,2025,Business Administration,"SQL, market analytics, SEO, Excel",False,"A Business Administration student pursuing a B.Eng. degree, expected graduation in 2025. Passionate about entrepreneurship, brand management, digital marketing. Skilled in SQL, market analytics, SEO, Excel. Eager to engage in innovative projects in management.","entrepreneurship, brand management, digital marketing",B.Eng.,False
83,1993,Mechanical Engineering,"project management, CAD, finite element analysis, ANSYS, CNC machining, mechanical design",False,"A Mechanical Engineering alumna with a MBA degree, graduated in 1993. Passionate about robotics, aerospace propulsion, fluid dynamics. Skilled in project management, CAD, finite element analysis, ANSYS, CNC machining, mechanical design. Eager to engage in innovative projects in mechanical.","robotics, aerospace propulsion, fluid dynamics",MBA,True
84,2018,Data Science,"Docker, data structures, AWS, algorithms, SQL, Python",False,"A Data Science alumna with a M.Sc. degree, graduated in 2018. Passionate about cloud computing, cybersecurity, machine learning. Skilled in Docker, data structures, AWS, algorithms, SQL, Python. Eager to engage in innovative projects in software.","cloud computing, cybersecurity, machine learning",M.Sc.,True
85,2025,Computer Science,"Python, React, Docker, Java",False,"A Computer Science student pursuing a Ph.D. degree, expected graduation in 2025. Passionate about software development, web development, AI, data analysis, cybersecurity. Skilled in Python, React, Docker, Java. Eager to engage in innovative projects in software.","software development, web development, AI, data analysis, cybersecurity",Ph.D.,False
86,1983,Data Science,"Python, data structures, C++, algorithms, Java, React",False,"A Data Science alumna with a B.A. degree, graduated in 1983. Passionate about cybersecurity, data analysis, DevOps, mobile app development, AI. Skilled in Python, data structures, C++, algorithms, Java, React. Eager to engage in innovative projects in software.","cybersecurity, data analysis, DevOps, mobile app development, AI",B.A.,True
87,1988,Business Administration,"Excel, presentation skills, SQL, CRM software",False,"A Business Administration alumna with a BBA degree, graduated in 1988. Passionate about digital marketing, entrepreneurship, market research. Skilled in Excel, presentation skills, SQL, CRM software. Eager to engage in innovative projects in management.","digital marketing, entrepreneurship, market research",BBA,True
88,2025,Marketing,"market analytics, SEO, Excel, CRM software, SQL, presentation skills",False,"A Marketing student pursuing a MBA degree, expected graduation in 2025. Passionate about digital marketing, startup incubation, market research. Skilled in market analytics, SEO, Excel, CRM software, SQL, presentation skills. Eager to engage in innovative projects in management.","digital marketing, startup incubation, market research",MBA,False
89,2025,Biology,"experimental design, lab techniques, PCR, bioinformatics, microscopy, data analysis",False,"A Biology student pursuing a M.Tech. degree, expected graduation in 2025. Passionate about bioinformatics, molecular biology, biotechnology. Skilled in experimental design, lab techniques, PCR, bioinformatics, microscopy, data analysis. Eager to engage in innovative projects in biological.","bioinformatics, molecular biology, biotechnology",M.Tech.,False
90,2001,Economics,"econometrics, R programming, data analysis, policy analysis, statistical modeling",True,"A Economics alumna with a B.Eng. degree, graduated in 2001. Passionate about public policy, labor economics, behavioral economics. Skilled in econometrics, R programming, data analysis, policy analysis, statistical modeling. Offers mentorship and engage in innovative projects in economic.","public policy, labor economics, behavioral economics",B.Eng.,True
91,2025,Business Administration,"CRM software, market analytics, Excel, presentation skills, SQL, SEO",False,"A Business Administration student pursuing a MBA degree, expected graduation in 2025. Passionate about market research, digital marketing, consumer behavior, brand management, entrepreneurship. Skilled in CRM software, market analytics, Excel, presentation skills, SQL, SEO. Eager to engage in innovative projects in management.","market research, digital marketing, consumer behavior, brand management, entrepreneurship",MBA,False
92,2001,Economics,"statistical modeling, econometrics, R programming, policy analysis, data analysis",False,"A Economics alumna with a M.A. degree, graduated in 2001. Passionate about labor economics, game theory, public policy. Skilled in statistical modeling, econometrics, R programming, policy analysis, data analysis. Eager to engage in innovative projects in economic.","labor economics, game theory, public policy",M.A.,True
93,2013,Data Science,"Python, TensorFlow, SQL, Node.js, data structures, JavaScript",True,"A Data Science alumna with a B.Tech. degree, graduated in 2013. Passionate about software development, data analysis, deep learning. Skilled in Python, TensorFlow, SQL, Node.js, data structures, JavaScript. Offers mentorship and engage in innovative projects in software.","software development, data analysis, deep learning",B.Tech.,True
94,2025,Computer Science,"React, SQL, Docker, algorithms",False,"A Computer Science student pursuing a M.Sc. degree, expected graduation in 2025. Passionate about cybersecurity, mobile app development, big data, data analysis. Skilled in React, SQL, Docker, algorithms. Eager to engage in innovative projects in software.","cybersecurity, mobile app development, big data, data analysis",M.Sc.,False
95,2024,Chemistry,"chemical analysis, computational modeling, physics simulations, spectroscopy, MATLAB",False,"A Chemistry student pursuing a Ph.D. degree, expected graduation in 2024. Passionate about materials science, astrophysics, thermodynamics, chemical kinetics, quantum mechanics. Skilled in chemical analysis, computational modeling, physics simulations, spectroscopy, MATLAB. Eager to engage in innovative projects in physical.","materials science, astrophysics, thermodynamics, chemical kinetics, quantum mechanics",Ph.D.,False
